Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,Technological specialization diploma holders,1st choice,Social Service (evening),evening,secondary education,110.0,Portuguese,,,elementary occupations,intermediate level technicians,100.0,no,no,no,yes,female,no,34,no,9,11,17,9,12.333333333333334,0,3,7,12,7,12.142857142857142,0,9.4,-0.8,-3.12,non-dropout
married,International student (bachelor),1st choice,Nursing,daytime,secondary education,133.1,Portuguese,,,elementary occupations,elementary occupations,109.0,yes,no,no,yes,female,no,39,no,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,3rd choice,Nursing,daytime,secondary education,133.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,"personal services, security and safety workers",130.8,yes,no,no,yes,female,no,19,no,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,non-dropout
single,International student (bachelor),1st choice,Communication Design,daytime,secondary education,130.0,Portuguese,secondary education,,administrative staff,administrative staff,110.0,yes,no,no,yes,female,no,24,no,0,6,6,6,15.166666666666666,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,non-dropout
single,Initial training of teachers,1st choice,Journalism and Communication,daytime,secondary education,151.0,Mozambican,,,other,"personal services, security and safety workers",151.0,yes,no,no,yes,female,no,18,yes,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,dropout
single,Short cycle diploma holders,1st choice,Equinculture,daytime,secondary education,125.0,Portuguese,,,intermediate level technicians,armed forces professions,131.0,yes,no,no,yes,male,no,19,no,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,158.0,Portuguese,secondary education,,intermediate level technicians,"farmers and skilled workers in agriculture, fisheries, and forestry",155.2,no,no,no,yes,male,yes,18,no,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,2nd choice,Management,daytime,secondary education,128.0,Portuguese,basic education 3rd cycle,secondary education,intermediate level technicians,intermediate level technicians,121.0,yes,yes,yes,yes,male,no,20,no,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,6th choice,Nursing,daytime,secondary education,133.0,Portuguese,secondary education,secondary education,elementary occupations,elementary occupations,119.7,yes,yes,yes,yes,male,no,19,no,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Equinculture,daytime,secondary education,138.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,administrative staff,131.0,yes,no,no,yes,male,no,19,no,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,dropout
single,Short cycle diploma holders,1st choice,Agronomy,daytime,secondary education,126.0,Portuguese,,basic education 3rd cycle,"personal services, security and safety workers",specialists in intellectual and scientific activities,116.9,no,no,no,yes,male,no,19,no,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,dropout
married,International student (bachelor),1st choice,Management (evening),evening,secondary education,140.0,Portuguese,,,elementary occupations,armed forces professions,130.0,yes,no,no,yes,male,no,41,no,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,2nd choice,Nursing,daytime,secondary education,143.0,Portuguese,basic education 2nd cycle,basic education 2nd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,137.8,no,no,no,yes,male,no,19,no,0,7,10,6,13.492857142857144,0,0,8,9,8,12.68888888888889,0,12.4,0.5,1.79,non-dropout
single,Technological specialization diploma holders,3rd choice,Tourism,daytime,secondary education,135.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,122.1,no,no,no,yes,male,no,19,no,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,non-dropout
single,Holders of other higher education courses,1st choice,Nursing,daytime,,120.0,Portuguese,secondary education,secondary education,"skilled workers in industry, construction, and craftsmen",armed forces professions,120.0,yes,no,no,no,male,no,23,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,dropout
single,1st phase - general contingent,1st choice,Informatics Engineering,daytime,secondary education,148.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",133.0,no,no,no,yes,male,no,18,no,0,5,12,5,13.285714285714286,0,0,5,16,5,14.8,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,126.0,Portuguese,basic education 3rd cycle,,intermediate level technicians,intermediate level technicians,115.2,no,no,no,yes,male,no,19,no,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,non-dropout
single,Change of institution/course (1st cycle),1st choice,Agronomy,daytime,,160.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,armed forces professions,160.0,yes,no,no,yes,male,no,20,no,0,6,7,6,14.0,0,0,6,7,6,14.666666666666666,0,12.4,0.5,1.79,non-dropout
single,International student (bachelor),1st choice,Veterinary Nursing,daytime,secondary education,140.0,Portuguese,,,,,106.3,no,no,yes,no,male,no,35,no,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,dropout
divorced,International student (bachelor),2nd choice,Advertising and Marketing Management,daytime,,133.1,Portuguese,,secondary education,,,103.0,no,no,no,no,male,no,34,no,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,dropout
single,1st phase - general contingent,1st choice,Communication Design,daytime,secondary education,136.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,elementary occupations,elementary occupations,136.0,yes,no,yes,no,female,yes,19,no,0,6,6,6,11.833333333333334,0,0,6,8,6,12.875,0,10.8,1.4,1.74,non-dropout
single,Change of course institution,1st choice,Social Service,daytime,secondary education,150.0,Brazilian,,secondary education,elementary occupations,elementary occupations,146.5,yes,no,yes,no,male,no,22,yes,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,non-dropout
single,Short cycle diploma holders,3rd choice,Communication Design,daytime,secondary education,130.0,Portuguese,secondary education,12th year of schooling - not completed,administrative staff,specialists in intellectual and scientific activities,131.4,no,no,no,yes,male,no,20,no,0,6,6,6,14.166666666666666,0,0,6,8,6,12.333333333333334,0,11.1,0.6,2.02,non-dropout
married,Transfer,1st choice,Management (evening),evening,secondary education,130.0,Portuguese,basic education 3rd cycle,higher education - bachelor,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,130.0,no,no,no,yes,male,no,27,no,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,non-dropout
married,International student (bachelor),1st choice,Informatics Engineering,daytime,secondary education,110.0,Portuguese,,,other,"personal services, security and safety workers",137.0,no,no,yes,yes,male,no,30,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,dropout
single,International student (bachelor),1st choice,Informatics Engineering,daytime,secondary education,110.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,125.9,no,no,no,yes,male,no,34,no,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,121.0,Portuguese,secondary education,secondary education,"personal services, security and safety workers",administrative staff,111.9,yes,no,no,no,male,no,20,no,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,1st choice,Communication Design,daytime,secondary education,127.0,Portuguese,,,elementary occupations,"personal services, security and safety workers",131.2,yes,no,no,yes,male,no,18,no,0,6,6,6,11.833333333333334,0,0,6,6,6,13.166666666666666,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Equinculture,daytime,secondary education,140.0,Portuguese,other,,administrative staff,administrative staff,131.2,no,no,no,yes,male,yes,26,no,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,dropout
single,International student (bachelor),1st choice,Management (evening),evening,secondary education,130.0,Portuguese,secondary education,secondary education,intermediate level technicians,"skilled workers in industry, construction, and craftsmen",140.0,no,no,no,yes,male,no,26,no,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,non-dropout
single,International student (bachelor),2nd choice,Management,daytime,secondary education,130.0,Portuguese,,,"personal services, security and safety workers",elementary occupations,121.5,no,no,no,no,male,no,26,no,0,5,5,2,10.5,0,0,5,9,0,0.0,0,10.8,1.4,1.74,dropout
single,International student (bachelor),1st choice,Management (evening),evening,secondary education,100.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",153.5,no,no,yes,no,male,no,31,no,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,3rd choice,Animation and Multimedia Design,daytime,secondary education,139.0,Portuguese,,,elementary occupations,installation and machine operators,142.2,yes,no,no,yes,male,yes,20,no,6,12,12,12,14.583333333333334,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,150.0,Portuguese,,higher education - master,other,other,131.1,yes,no,no,yes,male,no,19,no,0,6,6,6,11.666666666666666,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,,basic education 3rd cycle,"skilled workers in industry, construction, and craftsmen",specialists in intellectual and scientific activities,130.6,yes,no,yes,no,male,no,23,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,6th choice,Nursing,daytime,secondary education,119.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,115.0,yes,no,no,yes,male,yes,20,no,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,dropout
single,Short cycle diploma (CET),1st choice,Nursing,daytime,secondary education,170.0,Portuguese,secondary education,secondary education,administrative staff,armed forces professions,125.0,no,no,no,yes,male,no,20,no,0,7,7,7,15.66,0,7,10,11,9,15.011111111111113,0,11.1,0.6,2.02,non-dropout
single,International student (bachelor),1st choice,Social Service (evening),evening,secondary education,133.1,Portuguese,,,other,other,97.5,yes,no,no,yes,male,no,29,no,0,6,10,0,0.0,1,0,5,10,0,0.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,4th choice,Journalism and Communication,daytime,secondary education,133.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",134.4,yes,no,no,yes,male,yes,20,no,0,6,6,6,12.166666666666666,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,125.0,Portuguese,,,elementary occupations,elementary occupations,118.8,no,no,no,yes,male,no,24,no,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,non-dropout
single,International student (bachelor),1st choice,Oral Hygiene,daytime,,133.1,Portuguese,,secondary education,intermediate level technicians,"skilled workers in industry, construction, and craftsmen",110.5,no,no,no,yes,male,no,37,no,0,7,15,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,143.0,Portuguese,,,administrative staff,administrative staff,123.3,yes,no,no,yes,male,no,18,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,2nd choice,Animation and Multimedia Design,daytime,secondary education,127.0,Portuguese,higher education - bachelor,,"personal services, security and safety workers","personal services, security and safety workers",139.6,yes,no,yes,no,male,yes,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,dropout
single,Short cycle diploma holders,1st choice,Nursing,daytime,secondary education,157.0,Portuguese,,basic education 3rd cycle,administrative staff,elementary occupations,138.8,no,no,no,yes,male,no,18,no,0,8,8,7,13.55714285714286,0,0,8,8,7,13.55714285714286,0,12.7,3.7,-1.7,non-dropout
married,Change of institution/course (1st cycle),1st choice,Informatics Engineering,daytime,,160.0,Portuguese,,,elementary occupations,elementary occupations,160.0,no,no,yes,yes,male,no,41,no,3,7,15,5,14.333333333333334,0,1,6,16,6,14.636363636363637,0,12.4,0.5,1.79,non-dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,140.0,Portuguese,,,elementary occupations,administrative staff,140.0,no,no,no,yes,male,no,35,no,0,6,16,4,12.0,0,0,6,11,3,10.333333333333334,0,13.9,-0.3,0.79,dropout
single,Short cycle diploma holders,1st choice,Tourism,daytime,secondary education,128.0,Portuguese,,,elementary occupations,elementary occupations,118.2,no,no,no,yes,female,no,19,no,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,145.0,Portuguese,secondary education,,armed forces professions,"personal services, security and safety workers",150.6,yes,no,no,yes,male,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,non-dropout
married,International student (bachelor),1st choice,Nursing,daytime,secondary education,133.1,Portuguese,,,,,115.2,no,no,no,yes,female,no,48,no,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,132.0,Portuguese,,higher education - bachelor,elementary occupations,intermediate level technicians,126.0,yes,no,no,yes,female,no,19,no,0,7,7,6,12.183333333333332,0,0,7,7,6,12.183333333333332,0,7.6,2.6,0.32,non-dropout
single,Change of institution/course (1st cycle),1st choice,Agronomy,daytime,,160.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",160.0,yes,no,no,no,male,no,30,no,4,9,18,6,11.833333333333334,0,1,8,21,4,11.0,0,15.5,2.8,-4.06,dropout
married,Technological specialization diploma holders,1st choice,Journalism and Communication,daytime,secondary education,160.0,Portuguese,,,"personal services, security and safety workers",other,160.0,no,no,yes,no,male,no,51,no,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,dropout
single,Initial training of teachers,1st choice,Veterinary Nursing,daytime,secondary education,184.4,Mozambican,higher education - bachelor,,specialists in intellectual and scientific activities,installation and machine operators,184.4,no,no,no,yes,female,no,18,yes,0,6,8,6,15.0,0,0,6,10,5,14.333333333333334,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,149.0,Portuguese,secondary education,secondary education,elementary occupations,intermediate level technicians,156.0,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,146.0,Portuguese,,,administrative staff,administrative staff,150.2,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,139.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",126.3,yes,no,no,yes,female,yes,18,no,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,non-dropout
